CODE,LATITUDE,LONGITUDE,ELEVATION,NETWORK,STATUS,NAME
IZUJ, 34.1950, 129.2933,    3.0,JMA,Open,Izuhara
J08A, 43.3580,-118.4743, 1229.0,SEA,Open,Circle Bar Ranch; Crane
J17A, 43.3629,-110.7118, 1975.0,USTA,Closed,Brown Place; Jackson
J18A, 43.2112,-110.0200, 2357.0,USTA,Closed,Kendall Valley; Cora
J19A, 43.2649,-109.0531, 1782.0,USTA,Open,Crowheart
J20A, 43.3531,-108.0842, 1500.0,USTA,Open,Shoshoni
J21A, 43.3459,-107.4459, 1913.0,USTA,Open,Lysite
J22A, 43.4126,-106.4785, 1587.0,USTA,Open,Midwest
J23A, 43.4036,-105.5524, 1499.0,USTA,Open,Dilts Ranch; Bill
J24A, 43.3305,-104.6613, 1315.0,USTA,Open,Dixon Ranch; Lance Creek
J25A, 43.3901,-103.8026, 1220.0,USTA,Open,Sunshine Ranch; Edgemont
J26A, 43.3126,-103.0752,  993.0,USTA,Open,Sides Ranch; Smithwick
J27A, 43.2526,-102.0069, 1081.0,USTA,Open,Elkhorn Farm; Martin
J28A, 43.4239,-101.2359,  835.0,USTA,Open,Allard Ranch; Norris
J29A, 43.4061,-100.3253,  644.0,USTA,Open,Okreek
J30A, 43.3248, -99.4922,  608.0,USTA,Open,Dallas
JA-,,,,,Alternate,(Alternate Abbreviation for JA-MN)
JA-MN, 43.8900, -96.3214,  518.0,LRSM,Closed,Jasper
JAA, 34.6317, 137.1433,   30.0,JMA,Open,Atsumi
JAB, 43.5045, 142.2232,  187.0,JMA,Open,Ashibetsu
JAC, 30.4167, -81.6500,    9.0,,Closed,Jacksonville
JACH,-32.6819, -70.5929, 1075.0,GUC,Open,Jahuel
JACV, 11.0880, -68.8300,  349.0,CAR,Open,Jacura
JAD, 34.9403, 134.1680,  170.0,JMA,Open,Aida
JAG, 36.4250, 139.4533,  241.0,JMA,Open,Ashikaga
JAGI, -8.4702, 114.1521,  171.0,DJA,Open,Jajag
JAGN, 26.5888, 127.2422,   12.0,JMA,Open,Aguni-jima
JAH, 40.1887, 140.6358,  140.0,JMA,Open,Hinai
JAI, 33.7923, 134.4515,  165.0,JMA,Open,Aioi
JAJ, 34.3357, 134.9078,  109.0,JMA,Closed,Awaji-shima
JAJ2, 34.4192, 134.8850,   85.0,JMA,Open,Tsuna
JAK, 42.9962, 144.6965,   20.0,JMA,Open,Akkeshi
JAKH, 18.2377, -72.5180,   47.0,OTT,Open,Jacmel
JALM,,,,,Alternate,(Alternate Abbreviation for AMC)
JAM, 28.4113, 129.6052,   15.0,JMA,Open,Amami O-shima (Tatsugo)
JAMA, -0.2612, -80.2058,  680.0,QUI,Open,Jama
JAN, 39.6567,  20.8508,  540.0,ATH,Open,Io&aacute;nnina (Janina)
JANG, 40.3735, 141.5152,  270.0,JMA,Open,Nango
JAO, 35.2667, 137.2583,  600.0,JMA,Open,Obara
JAQ, 53.8022, -75.7211,  366.0,ECTN,Closed,La Grande-3
JAR, 43.2968, 143.7695,  210.0,JMA,Open,Ashorobuto
JARJ, 32.2375,  35.9463,  840.0,JSO,Open,Jarash
JAS, 37.9466,-120.4393,  428.1,BRK,Closed,Jamestown
JAS1, 37.9267,-120.4210,  398.1,BRK,Closed,Jamestown
JAT, 14.3180, -91.6367,   68.0,GCG,Closed,Jato
JAU, 43.0380,  -0.3693, 1545.0,OMPT,Closed,Jaout
JAUF, 44.4292,   6.7500, 1585.0,GRN,Open,Jausiers
JAVC, 48.8591,  17.6707,  827.6,IPEC,Open,Velk&aacute; Javorina
JAVS, 45.8934,  14.0643, 1100.0,LJU,Open,Javornik
JAW, 38.4562, 139.2487,   70.0,JMA,Open,Awa-shima
JAY, -2.5148, 140.7047,  400.0,DJA,Open,Jayapura
JAZS, 17.0678,  42.9177,    0.0,SNSN,Open,Jizan
JBB, 35.0130,  -4.1980, 1230.0,CNRM,Open,Jebel el B&acirc;bet
JBCM,,,,,Alternate,(Alternate Abbreviation for LT15)
JBGM,,,,,Alternate,(Alternate Abbreviation for BGH)
JBLM, 37.1282,-122.1680,  792.0,MNLO,Open,Camp Ben Lomond
JBMM, 37.3182,-122.1527,  820.0,MNLO,Open,Black Mountain
JBO, 45.4616,-119.8370,  645.0,SEA,Open,Jordan Butte
JBP, 23.1667,  79.9833,    0.0,NDI,Open,Jabalpur
JBQ, 53.6103, -75.6053,  381.0,,Closed,La Grande-3
JBRM,-33.7618, 150.0486, 1235.0,MEL,Open,Jenolan Black Range
JBT, 42.5898, 142.1337,  100.0,JMA,Closed,Biratori
JBT2, 42.7783, 142.3637,  170.0,JMA,Open,Biratori 2
JBZM, 37.0178,-121.7858,  213.0,MNLO,Open,Buzzard Lagoon Road
JCBM,,,,,Alternate,(Alternate Abbreviation for CBO)
JCC, 40.8175,-124.0296,   27.3,BRK,Open,Jacoby Creek
JCE1, 35.5812, -97.9003,  413.0,TUL,Reserved,John's Creek
JCH, 42.6143, 143.3623,  120.0,JMA,Open,Churui
JCHM, 37.5170,-122.3760,  323.0,MNLO,Open,Cahill Ridge
JCJ,,,,JMA,Reserved,
JCJI, -6.4900, 108.2700,    0.0,DJA,Open,Jatiwangi
JCK, 51.0363,   6.4318, -240.0,JCK,Open,Jackerath
JCM, 19.7342, -99.7611,    0.0,UNM,Open,Jocotitl&aacute;n
JCMO, 38.2575, -90.5585,  237.0,SLM,Open,Jefferson College (Hillsboro)
JCN, 35.4183, 140.2017,   40.0,JMA,Open,Nagara
JCNB, 35.9390,-120.4311,  309.0,BRK,Open,Joaquin Canyon North
JCPM, 37.5882,-122.3222,   14.0,MNLO,Open,Coyote Point
JCQ, 53.4672, -75.8242,  320.0,,Closed,La Grande-3
JCR,  9.8498, -85.1118,  575.0,UCR,Open,Jicaral
JCR2,,,,UCR,Reserved,Jicaral 2
JCSB, 35.9212,-120.4340,  299.0,BRK,Open,Joaquin Canyon South
JCT, 30.4794, -99.8022,  591.0,LUB,Open,Junction
JCW, 48.1935,-121.9295,  616.0,SEA,Open,Jim Creek
JCZ,-44.0750, 168.7583, 1072.0,WEL,Open,Jackson Bay
JDC, 49.1847,  -2.0469,   39.0,BGS,Open,Jersey Dam Crest
JDG, 49.1947,  -2.0469,    7.0,BGS,Open,Jersey Dam Gallery
JDN, 17.1650, -92.5000,  920.0,IIM,Reserved,Jard&iacute;n
JDRJ,,,,,Alternate,(Alternate Abbreviation for JRDJ)
JE-,,,,,Alternate,(Alternate Abbreviation for JE-LA)
JE-LA, 31.7847, -92.0153,   46.0,LRSM,Closed,Jena
JECI, 44.3722,-114.1842, 2135.0,SLC,Open,Jenson Cabin
JECM,,,,,Alternate,(Alternate Abbreviation for EUC)
JEF,  9.2188, -79.3738,  977.0,UPA,Open,Cerro Jefe
JEG, 35.1353, 136.3905,  433.0,JMA,Open,Eigenji
JEGM, 37.5140,-122.4623,  202.0,MNLO,Open,El Granada
JEHI, -8.0833, 115.2125,   60.0,DJA,Open,Jehsanih
JELM, 36.9273,-121.8268,   85.0,MNLO,Open,Ellicott
JEM, 42.0158, 143.1573,   40.0,JMA,Open,Erimo
JEN, 50.9519,  11.5833,  193.0,JEN,Closed,Jena
JENM,-38.3507, 146.4198,  330.0,MEL,Open,Jeeralang Junction
JER, 31.7719,  35.1972,  770.0,GII,Open,Jerusalem
JERN, 66.0194,-111.4672,  476.0,POLR,Open,Jericho Mine
JET, 33.7788, 133.0487,  410.0,JMA,Open,Tanbara
JEW, 42.8402, 141.4498,  185.0,JMA,Open,Eniwa
JEZ,,,,CNRM,Reserved,Jbel Ezeft
JFA, 33.7120, 130.7952,  130.0,JMA,Open,Akaike
JFI, 33.4272, 130.3883,  660.0,JMA,Open,Itaya
JFK, 37.3665, 140.8745,  520.0,JMA,Open,Kawauchi
JFM, 35.5283, 135.9833,  161.0,JMA,Open,Mihama
JFO,-21.7277, -43.3254,  780.0,VAO,Open,Juiz de Fora
JFR, 43.1635, 142.5935,  360.0,JMA,Open,Furano
JFS, 35.3508,-117.6700, 1433.0,PAS,Open,Joseph F. Staten
JFT, 37.5182, 140.3367,  350.0,JMA,Open,Otama
JFU, 32.6555, 128.7495,  120.0,JMA,Open,Fukue 2 (Tomie)
JFWS, 42.9142, -90.2481,  335.0,SLM,Open,Jewell Farm
JFY, 37.4068, 139.7048,  420.0,JMA,Open,Yanaizu
JGF, 35.6008, 137.3572,  580.0,JMA,Open,Kurokawa
JGI, 44.0926,-112.6769, 1657.0,USGS,Open,Juniper Gulch
JGK, 36.5620, 138.6397,  645.0,JMA,Open,Kuni
JGM, 35.6993, 136.7182,  495.0,JMA,Open,Miyama
JGN, 36.2232, 137.3153,  775.0,JMA,Open,Niukawa
JGT, 35.0287, 132.3343,   50.0,JMA,Open,Gotsu
JHA, 31.7360,  -9.4540,  725.0,CNRM,Open,Jbel Lahdid
JHC, 36.5470,-121.3927,  207.0,MNLO,Open,Johnson Canyon
JHD, 32.4650, 130.1368,   70.0,JMA,Open,Hondo
JHE, 34.6535, 135.6850,  260.0,JMA,Open,Heguri
JHG, 37.8483, 136.9200,   12.0,JMA,Open,Hegura-jima
JHHJ, 26.6297, 142.1780,  110.0,JMA,Open,Haha-jima--Nakanotaira
JHI, 26.7333,  94.1667,   84.0,JHI,Open,Jorhat
JHIK, 34.5313, 131.9292,  350.0,JMA,Open,Hikimi
JHJ, 33.1192, 139.7833,  153.0,JMA,Closed,Hachijo-jima 2
JHJ2, 33.1117, 139.8167,   70.0,JMA,Open,Mitsune
JHK, 37.2483, 139.0170,  195.0,JMA,Open,Hirokami
JHLM, 37.1090,-121.8332,  908.0,MNLO,Open,Holstrom Ranch
JHLN, 35.6725,  38.4411,  459.0,NSSC,Open,Al Jahlan
JHM, 34.1395, 132.5293,   60.0,JMA,Open,Kurahashi
JHMK, 34.8162, 137.7587, -700.0,JMA,Open,Hamakita
JHN, 40.4467, -96.0187,  335.0,KGS,Closed,Johnson
JHNI, 25.4658,  78.5395,    0.0,NDI,Open,Jhansi
JHO, 36.6108, 140.5687,  215.0,JMA,Open,Hitachi
JHP, 35.6050, -90.5100,   68.0,SLM,Closed,Judd Hill Plantation
JHPM, 37.4442,-122.3015,  347.0,MNLO,Open,Huddart Park
JHR, 43.7430, 141.7248,  195.0,JMA,Open,Hokuryu
JHS, 34.9987, 133.1163,  470.0,JMA,Open,Saijo
JHT, 34.6625, 132.4210,  470.0,JMA,Open,Toyohira
JHU, 35.8517, 139.2817,  245.0,JMA,Open,Hanno
JHY, 41.6777, 140.0573,   30.0,JMA,Closed,Hiyama
JIDR, 18.4910, -71.8507,   13.0,SDD,Open,Jiman&iacute;
JIE, 34.3917, 136.7067,  135.0,JMA,Open,Ise
JIG, 13.2012, -85.7708, 1249.0,INET,Closed,Jinotega
JIH, 27.0348, 127.9672,   25.0,JMA,Open,Iheya
JII, 33.7955, 129.7320,   70.0,JMA,Open,Iki
JIJ, 24.3635, 124.1428,   78.0,JMA,Open,Ishigaki-shima 2 (Arakawa)
JIL, 19.6307, -96.9333, 1330.0,IIM,Reserved,Jilotepec
JIM, 34.7617, 139.3767,  190.0,JMA,Closed,Oshima 2
JIM2, 34.7175, 139.4312,  405.0,JMA,Open,Oshima 3
JIN,-36.4394, 148.5931,  960.0,CAN,Closed,Jindabyne
JIND, 50.2621,  12.6168,  722.0,IPEC,Closed,Jindrichovice
JIO, 38.4543, 141.3488,   40.0,JMA,Open,Ouri
JIRN, 27.6600,  86.1900, 3064.0,DMN,Open,Jiri
JIS, 58.2762,-134.3831,   10.0,GIA,Open,Juneau Island
JIU, 32.5733, 130.7933,  230.0,JMA,Closed,Izumi
JIU2, 32.5453, 130.8145,  260.0,JMA,Open,Izumi 2
JIW, 40.5928, 140.0070,  330.0,JMA,Open,Iwasaki
JIZ, 34.9129, 138.9968,  263.0,CDPJ,Open,Nakaizu
JIZN, 16.9590,  42.8250,  100.0,RYD,Open,Jizan
JIZS, 34.7178, 138.8782,  135.0,JMA,Open,Izushimoda
JIZZ, 37.5317, 138.7095,   40.0,JMA,Open,Izumozaki
JJG, 34.6412, 133.1543,  470.0,JMA,Open,Joge
JJH, 36.9250, 136.7817,   35.0,JMA,Open,Hakui
JJK, 31.4800, 131.2847,  235.0,JMA,Closed,Kushima
JJN, 37.1030, 138.1630,  140.0,JMA,Open,Nakanomata
JJO, 35.1683, 132.5033,   60.0,JMA,Closed,Oda
JJRM, 37.3447,-122.2015,  430.0,MNLO,Open,Joaquin Road
JJS, 34.3737, 133.9307,  210.0,JMA,Open,Sakaide
JJT, 26.1495, 127.7667,  188.0,JMA,Closed,Tamagusuku
JJT2, 26.1383, 127.7487,   40.0,JMA,Open,Tamagusuku 2
JKA,,,,JMA,Reserved,
JKB, 41.8877, 141.0325,   10.0,JMA,Open,Kayabe
JKC, 30.4620, 130.1957,   20.0,JMA,Open,Kuchinoebaru-jima
JKD, 34.0540, 131.8738,  220.0,JMA,Open,Kudamatsu
JKE, 26.3260, 126.7860,   71.0,JMA,Open,Kume-shima 2 (Nakazato)
JKG, 36.2767, 136.3317,   25.0,JMA,Open,Kaga
JKI, 33.6323, 131.5690,  120.0,JMA,Open,Kunimi
JKIT, 32.6245, 131.4535,  180.0,JMA,Open,Kitakata
JKJ, 32.2483, 131.4150,  380.0,JMA,Closed,Kijyo
JKK, 43.8117, 142.8472,  430.0,JMA,Closed,Kamikawa
JKK2, 43.8728, 142.7480,  350.0,JMA,Open,Kamakawa 2
JKKG, 34.7857, 137.9732, -450.0,JMA,Open,Kakegawa
JKM, 45.6555, -70.2426,  378.0,WES,Closed,Jackman
JKN, 34.2450, 136.2667,   90.0,JMA,Open,Kii-Nagashima
JKO, 34.1867, 139.1367,  138.0,JMA,Open,Kozushima
JKR, 35.3783, 133.8198,  174.0,JMA,Open,Kurayoshi
JKRS, 24.2375, 124.0092,    9.0,JMA,Open,Kuro-shima
JKS, 34.9827, 134.8443,  150.0,JMA,Open,Kasai
JKSM, 35.5875, 134.6638,   85.0,JMA,Open,Kasumi
JKT, 36.7667, 139.2488,  933.0,JMA,Open,Katashina
JKU, 33.3095, 133.0633,  340.0,JMA,Open,Kubokawa
JKY, 35.6285, 135.1040,  260.0,JMA,Open,Yasaka
JKZ, 39.9845, 141.3298,  620.0,JMA,Open,Kuzumaki
JLDW, 43.8562,-110.5873, 2074.0,USBR,Closed,Jackson Lake Dam
JLK, 46.1467,-122.1530, 1049.0,SEA,Open,June Lake
JLOS, 28.7351,  35.4916, 1320.0,,Open,
JLP, 49.2428,  -2.1039,  131.0,BGS,Open,Les Platons
JLPM, 37.1110,-121.8430, 1152.0,MNLO,Open,Loma Prieta
JLTM,,,,,Alternate,(Alternate Abbreviation for LTW)
JLU, 40.6019,-111.4499, 2285.0,SLC,Open,Jordanelle
JLXM,,,,,Alternate,(Alternate Abbreviation for LXR)
JMA,,,,,Network/Other,Japan Meteorological Agency; Tokyo
JMAG, 29.6880,  91.6694, 4161.0,TBU,Open,Jamag
JMB, 42.4667,  26.5833,  216.0,SOF,Open,Yambol
JMD, 34.6317, 131.8933,  260.0,JMA,Closed,Masuda
JMDO, 22.3701,  58.1035,  350.0,OMAN,Open,Jabal Madar
JMG, 14.3387, -90.2703, 1815.0,GCG,Closed,Jumaytepeque
JMGM,,,,,Alternate,(Alternate Abbreviation for MGA)
JMH, 32.5717, 131.5883,   60.0,JMA,Closed,Hososhima
JMI, 70.9283,  -8.7308,  211.0,BER,Open,Jan Mayen
JMIC, 70.9883,  -8.5167,    0.0,,Open,Jan Mayen
JMIK, 34.8070, 135.0538,  160.0,JMA,Open,Miki
JMJ, 24.8147, 125.2935,   43.0,JMA,Open,Miyako-jima 2 (Nishinakasone)
JMK, 38.9518, 141.2198,   70.0,JMA,Open,Ichinoseki
JMM, 37.8660, 140.7930,  100.0,JMA,Open,Marumori
JMN, 33.7282, 133.8790,  550.0,JMA,Open,Monobe
JMOS, 29.1686,  35.1094,    0.0,SNSN,Open,Jabal al Moallq
JMP, 44.0070, 143.3597,  460.0,JMA,Open,Maruseppu
JMPM, 37.4556,-122.1656,   17.0,MNLO,Open,Menlo Park
JMQS, 28.8861,  35.8778,    0.0,SNSN,Open,Jabal Moqyreh
JMT, 35.4433, 134.5350,  270.0,JMA,Closed,Mikata
JMU, 32.7167,  74.9000,    0.0,NDI,Open,Jammu
JMY, 34.0658, 139.5167,  430.0,JMA,Open,Miyake-jima 2 (Ako)
JMZ, 25.8190, 131.2207,   50.0,JMA,Open,Minami-daito-jima 2 (Ikenosawa)
JN-,,,,,Alternate,(Alternate Abbreviation for JN-IS)
JN-IS, 16.7339,-169.5281,    3.0,LRSM,Closed,Johnston Island
JNA, 33.5572, 132.4787,  230.0,JMA,Open,Nagahama
JNAM, 37.1770,-121.8447,  512.0,MNLO,Open,New Almaden Mine
JNAR, 31.5265, 131.2717,   80.0,JMA,Open,Kushima--Naru
JNB, 42.4687, 141.0383,  110.0,JMA,Open,Noboribetsu
JNBK, 42.2800, 142.7527,  115.0,JMA,Open,Urakawa-nobuka
JNE, 70.9900,  -8.2970,   57.0,BER,Open,Jan Mayen East
JNG, 36.4067, 138.1000,  930.0,JMA,Open,Sakai
JNH, 34.4475,-117.9545, 1317.0,PAS,Open,Juniper Hills
JNI, 32.9500,  35.8270,  500.0,GII,Closed,Jehonathan
JNJ, 15.3988, -91.4287, 3348.0,GCG,Closed,Junjel
JNK, 43.5853, 144.7190,  220.0,JMA,Open,Nakashibetsu
JNL,-33.8257, 150.0219,  829.0,CAN,Closed,Jenolan
JNM, 35.4958, 133.0297,   20.0,JMA,Open,Nishi-ikuma
JNN, 29.8412, 129.8747,  240.0,JMA,Open,Nakano-shima
JNS, 37.8183, 139.3172,  145.0,JMA,Open,Sasakami
JNT, 35.8750, 138.1383, 1180.0,JMA,Open,Takato
JNU, 33.1217, 130.8783,  540.0,JMA,Open,Nataksue
JNW, 71.0290,  -8.4280,   95.0,BER,Open,Jan Mayen West
JNY, 35.3583, 137.8617,  800.0,JMA,Open,Yasuoka
JO-,,,,,Alternate,(Alternate Abbreviation for JO-MN)
JO-MN, 44.7069, -93.5083,  290.0,LRSM,Closed,Jordan
JOAQ, 35.7708,-106.8411, 2768.0,LOA,Open,Joaquin Lookout
JOB, 42.9033, 143.8347,   60.0,JMA,Open,Onbetsu
JOD, 35.2648, 139.0908,  360.0,JMA,Closed,Odawara
JOD2, 35.2632, 139.0882,  380.0,JMA,Open,Odawara 2
JOE, 62.6517,  29.6950,   90.0,HEL,Closed,Joensuu
JOF, 62.9182,  31.3124,  180.0,HEL,Open,Joensuu
JOG, 39.9043, 139.7770,  270.0,JMA,Closed,Oga
JOG2, 39.9140, 139.7927,  140.0,JMA,Open,Oga 2
JOGS, 24.7600, 125.4063,   60.0,JMA,Open,Gusukube
JOH,-26.1817,  28.0750, 1806.0,,Closed,Johannesburg
JOHN, 16.7329,-169.5292,  -36.5,HON,Open,Johnston Island
JOK, 31.4060,  -5.5650, 1669.0,CNRM,Reserved,Jbel Ouklim
JOL, 36.0837,-121.1692,  336.0,MNLO,Open,Jolon Road
JOM, 39.4730, 141.2923,  210.0,JMA,Open,Ohazama
JON, 36.4399,-116.1033,  939.0,REN,Closed,Johnnie
JOPP, 38.6068,  15.8856,  500.0,ROM,Open,Joppolo
JOR, 42.0667, 139.4450,   33.0,JMA,Closed,Okushiri-to
JOR1, -0.0001, -78.6387, 2690.0,QUI,Open,San Jorge 1
JORD, 44.3400, -74.6100,    0.0,PAL,Reserved,
JORG, -0.2172, -78.6457, 2800.0,QUI,Open,San Jorge
JOS, 48.4958,  20.5394,  280.0,BUD,Open,Josvafo
JOSI, 30.5558,  79.5582, 1889.0,NDI,Open,Joshimath
JOSM, 42.0827, 139.4752,   79.0,JMA,Open,Okushiri--Matsue
JOSN, 63.1622, -91.5420,  295.0,POLR,Open,Josephine River (Second Sedna Site)
JOT, 41.3820, 141.0482,   80.0,JMA,Open,Ohata
JOU, 38.3655, 140.6640,  390.0,JMA,Open,Okura
JOW, 26.8322, 128.2745,  220.0,JMA,Open,Kunigami
JOZ,-27.4450,  32.0783,  244.0,PRE,Closed,Jozini
JP-,,,,,Alternate,(Alternate Abbreviation for JP-AT)
JP-AT, 52.8972,-118.0903, 1128.0,LRSM,Closed,Jasper
JPK, 61.0552,-146.5978,  835.0,GIA,Open,Jack Peak
JPLM,,,,,Alternate,(Alternate Abbreviation for PEV)
JPPM,,,,,Alternate,(Alternate Abbreviation for LT3)
JPRM, 37.7950,-122.4738,  107.0,MNLO,Open,Presidio of San Francisco
JPSM,,,,,Alternate,(Alternate Abbreviation for PSD)
JQE, 49.2000,  -2.0383,   58.0,BGS,Open,Queens East
JQX, 32.5080,-115.0710,    5.0,ECX,Open,Jiquilpan
JR-,,,,,Alternate,(Alternate Abbreviation for JR-AZ)
JR-AZ, 34.8256,-111.9903, 1311.0,LRSM,Closed,Jerome
JRA, 43.9378, 145.1220,   10.0,JMA,Open,Rausu
JRDJ, 30.7280,  35.6660, 1365.0,JSO,Open,Daraweish
JRG, 39.3963, 140.6338,  200.0,JMA,Open,Rokugo
JRGM, 37.0370,-121.9645,  213.0,MNLO,Open,Rodeo Gulch Road
JRO, 46.2751,-122.2178, 1280.0,USCV,Open,Johnston Ridge Observatory
JRQ, 20.7037,-100.4469, 1965.0,JRQ,Reserved,Juriquilla Campus
JRR, 45.1378, 141.3112,   27.0,JMA,Open,Rishiri
JRRM, 37.0545,-121.7268,  408.0,MNLO,Open,Redwood Retreat
JRS, 49.1924,  -2.0917,   53.0,BGS,Open,Jersey
JRSC, 37.4037,-122.2387,   70.5,BRK,Open,Jasper Ridge
JRSJ, 30.2610,  35.2330,  357.0,JSO,Open,Jabal ar Rishah
JRTX, 32.9340,-100.9530,  804.0,USGS,Open,Jordan Ranch
JRWM, 35.9943,-117.8215, 1366.0,MNLO,Closed,Joshua Ridge West
JRY, 36.0167, 138.9017,  480.0,JMA,Open,Ryogami-san
JS-,,,,,Alternate,(Alternate Abbreviation for JS-TN)
JS-TN, 35.6556, -88.6128,  152.0,LRSM,Closed,Jackson
JSA, 49.1879,  -2.1709,   21.0,BGS,Open,Saint Aubin
JSAM,,,,,Alternate,(Alternate Abbreviation for SAC)
JSB, 36.9683, 139.9200,  460.0,JMA,Open,Shiobara-machi
JSBM, 37.6790,-122.3967,  194.0,MNLO,Open,San Bruno Mountain
JSC, 34.2817, -81.2603,  120.0,CSC,Open,Jenkinsville
JSCM,,,,,Alternate,(Alternate Abbreviation for SEC)
JSD, 38.0370, 138.2603,  146.0,JMA,Open,Sado
JSE, 44.9588, 142.5842,   10.0,JMA,Open,Soyaesashi
JSFM,,,,,Alternate,(Alternate Abbreviation for SFT)
JSG, 34.6743, 138.1860,  107.0,JMA,Open,Sagara
JSGM,,,,,Alternate,(Alternate Abbreviation for SGC)
JSH, 42.6430, 140.0448,   72.0,JMA,Open,Shimamaki
JSI, 41.0547, 140.3967,   40.0,JMA,Closed,Shiura
JSI2, 41.0575, 140.4112,   60.0,JMA,Open,Shiura 2
JSJ, 31.6780, 129.7158,  240.0,JMA,Open,Shimokoshiki-jima
JSJM,,,,,Alternate,(Alternate Abbreviation for SJH)
JSK, 43.3525, 140.4757,   10.0,JMA,Open,Shakotan
JSLM, 37.5760,-122.4233,  335.0,MNLO,Closed,San Andreas Lake
JSM, 42.1313,-113.3825, 1524.0,SLCI,Reserved,Jim Sage Mountain
JSMM, 37.2123,-122.1677,  262.0,MNLO,Open,Sawmill Road
JSN,,,,,Network/Other,Jamaica Seismograph Network; Mona
JSO,,,,,Network/Other,Jordan Seismological Observatory
JSOJ, 31.9570,  35.8460,  926.0,JSO,Open,Natural Resources Authority
JSR, 41.5295, 140.4178,   55.0,JMA,Open,Shiriuchi
JSRW, 37.6938, -77.8786,   67.0,BLA,Open,J. Sargeant Reynolds Community College
JSS, 44.3997, 141.8530,  110.0,JMA,Open,Shosanbetsu
JSSM,,,,,Alternate,(Alternate Abbreviation for SOS)
JSTM, 37.2068,-121.7973,  149.0,MNLO,Open,Santa Teresa Hills
JSTOP,,,,,Network/Other,(keyword for telegraphic format)
JSU, 31.5058, 130.4550,  400.0,JMA,Open,Suzuyama
JSZ, 37.4483, 137.3633,   10.0,JMA,Open,Suzu
JTA, 32.9637, 130.5328,  230.0,JMA,Open,Tamana
JTB, 39.1953, 139.5573,   50.0,JMA,Open,Tobi-shima
JTG, 35.1867, 136.3217,  160.0,JMA,Closed,Taga
JTGM, 37.0285,-121.8763,  253.0,MNLO,Open,Trout Gulch Road
JTH, 39.9387, 141.8637,  200.0,JMA,Open,Tanohata
JTJ, 24.6408, 124.7020,    7.0,JMA,Open,Tarama-jima
JTK, 27.7857, 128.9505,  170.0,JMA,Open,Tokuno-shima
JTKR, 43.9707, 143.9082,   42.0,JMA,Open,Abashiri--Tokoro
JTM, 40.7868, 141.0682,  130.0,JMA,Open,Tenmabayashi
JTMT, 47.7467,-114.2825, 1469.0,BUT,Open,Jette
JTN, 30.6543, 130.9797,  240.0,JMA,Open,Tanega-shima 3 (Nishinoomote)
JTO, 32.8597, 132.8022,  180.0,JMA,Open,Tosashimizu
JTR, 33.8140,-115.9002, 1372.0,PAS,Open,Joshua Tree Park
JTRM, 37.3522,-122.1980,  251.0,MNLO,Closed,Los Trancos Road
JTS, 10.2908, -84.9525,  340.0,HDC,Open,Juntas de Abangares
JTSN, 32.2455, 131.5045,  130.0,JMA,Open,Tsuno
JTSR, 31.1663, 130.9217,  430.0,JMA,Open,Tashiro 2
JTT, 36.6050, 137.3333,  236.0,JMA,Open,Tateyama
JTU, 34.5243, 129.3987,   70.0,JMA,Open,Tsushima
JTY, 34.2627, 131.0645,  120.0,JMA,Open,Toyota
JTZ, 31.9012, 131.0880,  170.0,JMA,Open,Takazaki
JU-,,,,,Alternate,(Alternate Abbreviation for JU-TX)
JU-TX, 30.1119,-101.0772,  533.0,LRSM,Closed,Juno
JUA2, -0.2138, -78.6052, 3670.0,QUI,Open,San Juan 2
JUAN, -0.2083, -78.5917, 3590.0,QUI,Open,San Juan
JUBA,-62.2373, -58.6627,   16.0,,Open,Jubany
JUCM, 37.0012,-122.0485,  177.0,MNLO,Open,University of California; Santa Cruz
JUD, 10.1620, -85.5472,  844.0,HDC,Open,Juan Diaz
JUD2, 10.1670, -85.5412,  680.0,HDC,Reserved,Juan Diaz 2
JUE, 50.9128,   6.4098,   97.0,BNS,Open,J&uuml;lich
JUG, 49.7667,   8.6000,    0.0,,Closed,Jugenheim
JUI3, -1.4218, -78.4767, 2425.0,QUI,Open,Juive 3
JUI6, -1.4244, -78.4686, 2422.0,QUI,Open,Juivi
JUIV, -1.4238, -78.4647, 2380.0,QUI,Open,Juive
JUJ,-24.2458, -65.2728, 1270.0,,Open,Jujuy
JUL,,,,,Network/Other,(keyword for telegraphic format)
JULC, 33.0483,-116.6128, 1292.0,PAS,Open,Julian
JULY,,,,,Network/Other,(keyword for telegraphic format)
JUM, 35.9050,-106.6683, 2400.0,,Reserved,Jug
JUMM, 37.1608,-121.8977, 1048.0,MNLO,Open,Mount Umunhum
JUN,,,,,Network/Other,(keyword for telegraphic format)
JUND, 48.3301,   9.0408,  600.0,FBB,Open,Jungingen
JUNE,,,,,Network/Other,(keyword for telegraphic format)
JUQB,-24.0930, -47.7163,  470.0,VAO,Open,Juquia
JUR, 33.0932, 129.9490,  160.0,JMA,Open,Ureshino
JUS, 33.0657, 131.7507,  140.0,JMA,Open,Usuki
JVI, 31.9380,  35.3390,  680.0,GII,Open,Jordan Valley--Rimmonim
JVM, 49.2169,  -2.2068,   64.0,BGS,Open,Valle D.L. Mare
JVW, 34.9923, -82.9977,  554.0,CSC,Reserved,Jocassee View
JWA, 31.8667,  76.3333,    0.0,NDI,Closed,Jawala Mukhi (Jwalamukhi)
