CODE,LATITUDE,LONGITUDE,ELEVATION,NETWORK,STATUS,NAME
GBNC, 36.0678, -79.7450,  236.0,CHC,Closed,Greensboro
GBO, 35.8526, -95.1843,  302.0,TUL,Closed,Fort Gibson
GBOM, 38.8243,-122.8428,  879.0,MNLO,Open,Black Oak
GBPR, 17.9751, -66.8792,   16.0,RSPR,Open,Guanica; Bosque Seco
GBR, 11.1520,  42.4630,  625.0,ARO,Open,Grand-Bara
GBRS, 45.5311,  14.8101,  610.0,LJU,Open,Gornja Briga
GBT, 38.1630,-117.6843, 2137.0,REN,Closed,Gilbert
GBTN, 35.6660, -84.2110,  326.0,CERI,Closed,Greenback
GBV, 38.4300, -79.8438,  826.0,,Open,Green Bank
GBY, 60.4322,-147.9783,  495.0,AGS,Open,Granite Bay
GBZ,-36.2178, 175.4811,   70.0,WEL,Closed,Great Barrier
GBZT, 40.7889,  29.4450,  184.0,GBZT,Open,Gebze
GC-,,,,,Alternate,(Alternate Abbreviation for GC-WA)
GC-WA, 48.1622,-121.2822,  671.0,LRSM,Closed,Glacier Peak
GC1,-27.9487, 153.3618,   60.0,MEL,Open,Gold Coast Hardrock
GC2,-28.1364, 153.4539,   60.0,MEL,Open,Gold Coast Softrock
GCA, 36.9736,-111.5931, 1339.0,NEIC,Closed,Glen Canyon
GCAZ, 36.0440,-112.1280,    0.0,FLAG,Open,Grand Canyon
GCBM, 39.3838,-123.5213,  560.0,MNLO,Open,Chamberlain Ridge
GCC, 37.0300,-121.9967,  122.0,BRK,Open,Granite Creek
GCD, 54.8638,  -3.9417,  189.0,BGS,Open,Castle Douglas
GCG, 14.5862, -90.5328, 1502.0,GCG,Open,Guatemala City
GCIS, 45.8672,  15.6275,  320.0,LJU,Open,Gornji Cirnik
GCK, 39.5437,-122.4367,  251.0,MNLO,Open,Clark Valley
GCL, 55.0760,  -6.1300,  275.0,BGS,Open,Cushendall
GCM, 19.2898, -81.3814,    3.0,,Open,Grand Cayman
GCMM, 38.8058,-122.7552, 1286.0,MNLO,Open,Cobb Mountain
GCMT, 45.7912,-109.6672, 1530.0,BUT,Open,Greycliff
GCR, 44.7962,-111.1065, 2075.0,SLCY,Open,Grayling Creek
GCRM, 38.7732,-122.7153,  719.0,MNLO,Open,Castle Rock Springs
GCSA, 64.7461,-156.8792,   46.0,PEPP,Open,Galena City School
GCSM, 39.0228,-123.5212,  695.0,MNLO,Closed,Cold Spring Mountain
GCVM, 38.7697,-123.0139,  150.0,MNLO,Open,Cloverdale
GCW, 47.9414,-118.9800,  462.0,NEIC,Closed,Grand Coulee
GCWM, 39.1308,-123.0758, 1089.0,MNLO,Open,Cow Mountain
GCY, 40.8583, -73.6300,   43.0,,Open,Glen Cove
GD-,,,,,Alternate,(Alternate Abbreviation for GD-VA)
GD-VA, 37.3928, -81.9778,  366.0,LRSM,Closed,Grundy
GDCM, 38.7672,-123.2395,  772.0,MNLO,Open,Dry Creek
GDDT, 40.3397,  29.0213,  575.0,ISK,Open,G&uuml;ndogdu
GDH, 69.2500, -53.5333,   23.0,DNK,Closed,Godhavn
GDL2, 32.2003,-104.3635, 1213.0,SNM,Open,Guadalupe Mountain
GDLN, 62.0199,-105.9943,  385.0,OTT,Open,Gardenia Lake
GDM, 45.2039,   6.1161, 1574.0,GRN,Open,Grand'Maison
GDR, 49.7810,-126.0319,  100.0,WCTN,Open,Gold River
GDXM, 38.8077,-122.7938,  931.0,MNLO,Open,Geysers
GDZ, 39.0888,  29.4811, 1367.0,DDA,Open,Gediz
GE-,,,,,Alternate,(Alternate Abbreviation for GE-AZ)
GE-AZ, 33.7756,-110.5281, 1475.0,LRSM,Closed,Globe
GEA0, 48.8368,  13.7019, 1027.6,BGRD,Open,GERESS Array Site A0
GEA1, 48.8363,  13.7039, 1009.3,BGRD,Open,GERESS Array Site A1
GEA2, 48.8386,  13.7018, 1059.0,BGRD,Open,GERESS Array Site A2
GEA3, 48.8350,  13.7000, 1017.0,BGRD,Open,GERESS Array Site A3
GEAM,-38.1530, 144.3890,  100.0,MEL,Open,CSIRO Animal Health Laboratory
GEB, 40.8186,  29.4222,  240.0,MTAT,Closed,Gebze
GEB1, 48.8389,  13.7075, 1015.0,BGRD,Open,GERESS Array Site B1
GEB2, 48.8395,  13.6986, 1092.9,BGRD,Open,GERESS Array Site B2
GEB3, 48.8370,  13.6960, 1058.8,BGRD,Open,GERESS Array Site B3
GEB4, 48.8327,  13.6989, 1006.0,BGRD,Open,GERESS Array Site B4
GEB5, 48.8346,  13.7059,  976.9,BGRD,Open,GERESS Array Site B5
GEC1, 48.8412,  13.7099, 1027.7,BGRD,Open,GERESS Array Site C1
GEC2, 48.8451,  13.7016, 1137.1,BGRD,Open,GERESS Array Site C2
GEC3, 48.8424,  13.6917, 1075.7,BGRD,Open,GERESS Array Site C3
GEC4, 48.8352,  13.6875, 1103.3,BGRD,Open,GERESS Array Site C4
GEC5, 48.8296,  13.6957, 1009.4,BGRD,Open,GERESS Array Site C5
GEC6, 48.8268,  13.7090,  942.2,BGRD,Open,GERESS Array Site C6
GEC7, 48.8354,  13.7145,  986.0,BGRD,Open,GERESS Array Site C7
GECU, -0.3172, -78.1897, 4350.0,QUI,Open,Ecuador Network
GED, -7.8333, 113.8333,    0.0,,Closed,Gedeh
GED1, 48.8518,  13.7148, 1060.9,BGRD,Open,GERESS Array Site D1
GED2, 48.8532,  13.6964,  999.3,BGRD,Open,GERESS Array Site D2
GED3, 48.8465,  13.6818,  949.9,BGRD,Open,GERESS Array Site D3
GED4, 48.8386,  13.6796, 1039.8,BGRD,Open,GERESS Array Site D4
GED5, 48.8246,  13.6807, 1085.6,BGRD,Open,GERESS Array Site D5
GED6, 48.8194,  13.6966, 1083.5,BGRD,Open,GERESS Array Site D6
GED7, 48.8209,  13.7159,  959.6,BGRD,Open,GERESS Array Site D7
GED8, 48.8332,  13.7261,  938.2,BGRD,Open,GERESS Array Site D8
GED9, 48.8434,  13.7238,  987.0,BGRD,Open,GERESS Array Site D9
GEDT, 39.9737,  29.7232,  700.0,ISK,Open,Gedikpinar
GEE,-36.4197, 148.1825,  480.0,CAN,Closed,Geehi
GEES,-41.4453, 147.1236,    0.0,TAU,Open,Gees Lookout
GEG, 42.3500,  42.3833,  180.0,NSSP,Closed,Gegechkori
GELF, 43.3836,   5.4275,  550.0,STR,Open,Grande-&Eacute;toile
GELI, 40.3980,  26.4741,  129.0,ISK,Open,Tayfur-Gelibolu
GEMT, 40.4350,  29.1890,  220.0,ISK,Open,Gemlik
GEN, 44.4181,   8.9301,   53.0,GEN,Open,Genoa (Genova)
GENH, 42.5513, 140.8532,  150.0,HSS,Reserved,Genta-Ana
GENL, 44.4057,   8.9697,   80.0,GEN,Open,Genova University
GENY, 42.7670, -77.8170,    0.0,PAL,Closed,Geneseo
GEO, 38.9000, -77.0667,   29.0,,Open,Georgetown
GEOF,,,,,Network/Other,GEOFON Broadband Digital Network; Potsdam; Germany
GEOS,,,,,Network/Other,GEOSCOPE global broadband network; France
GEOT,,,,,Network/Other,Teledyne Geotech Corporation; Garland; Texas
GERES, 48.8451,  13.7016, 1137.1,BGRD,Open,GERESS Array Beam Reference Point
GERM, 42.1570, -73.8113,   88.0,BLMY,Open,Germantown
GET, 40.1083,  27.5667,  590.0,ISK,Closed,Gonen
GEZ, 39.4000,  67.7000,    0.0,TAJK,Open,Gezan
GF-,,,,,Alternate,(Alternate Abbreviation for GF-NV)
GF-NV, 37.9175,-117.2017, 1707.0,LRSM,Closed,Goldfield
GFA, 34.3382,   9.7265,  250.0,SBS,Open,Gafsa
GFC, 39.3266,-122.2889,   64.0,MNLO,Open,Funks Creek
GFM, 36.1110, -81.8070, 1726.0,CERI,Open,Grandfather Mountain
GFN, 42.7928, -73.4153,  518.0,PAL,Closed,Grafton
GFNU, 76.4180, -82.8998,   12.0,OTT,Open,Grise Fiord
GFON,,,,,Network/Other,GEOFON global broadband network; Germany
GFP, 34.1293,-118.3098,    0.0,USC,Open,Griffith Park
GFTM, 38.7930,-122.8340,  755.0,MNLO,Open,Plant 15--Mercuryville
GFU,,,,,Network/Other,Geofyzikalni ustav Akademie vid Ceske republiky
GFW,-41.4567, 173.8308,  230.0,WELW,Open,Glenfield
GG-,,,,,Alternate,(Alternate Abbreviation for GG-GR)
GG-GR, 49.6922,  11.2153,  525.0,LRSM,Closed,Gr&auml;fenberg
GGC, 28.1197, -15.6367,  560.0,MDD,Open,Gu&iacute;a de Gran Canaria
GGF, 44.3667,   4.7667,  110.0,,Closed,Granges-Gontardes (Drome)
GGLM, 38.8967,-122.7763,  893.0,MNLO,Closed,Glenview
GGN, 45.1184, -66.8421,    6.0,OTT,Open,Saint George
GGO,,,,,Reserved,Gargagno
GGP, -0.1743, -78.5947, 4600.0,QUI,Open,Refugio Guagua Pichincha
GGPM, 38.7647,-122.8442, 1054.0,MNLO,Open,Geyser Peak
GGUM, 38.8565,-123.4978,  661.0,MNLO,Open,Gualala
GGV,-64.8199, -62.8633,    0.0,SAN,Closed,Gabriel Gonzalez Videla
GH-MS, 33.3292, -91.0353,   30.0,LRSM,Closed,Greenville
GHA, 47.4625,  16.3881,  500.0,WIEN,Closed,Glashutten
GHAN, 29.1800,  80.6300, 2450.0,DMN,Open,Ghanteswor
GHAR, 32.1224,  13.0885,  650.0,LDSN,Open,Gharyan
GHAT, 36.4958,   8.3048,  400.0,SBS,Open,Ghardimaou
GHC, 35.8310,-120.3528,  433.0,MNLO,Open,Gold Hill
GHCM, 38.6060,-123.1968,  518.0,MNLO,Open,House Creek
GHGM, 39.1283,-122.8245,  903.0,MNLO,Open,Hogback Ridge
GHI, 46.4702,-116.3190,  920.0,MSO,Closed,Gilbert Hill
GHIB, 35.8322,-120.3473,  330.0,BRK,Open,Gold Hill
GHIR, 28.2855,  52.9867, 1200.0,THR,Open,Ghir-Karzin
GHLM, 39.0405,-123.0187,  956.0,MNLO,Open,Highland Springs
GHMM, 39.4954,-122.9310, 1456.0,MNLO,Open,Hull Mountain
GHO, 61.7722,-148.9242, 1021.0,AGS,Open,Glory Hole Creek
GHOM, 39.0444,-123.5402,  687.0,MNLO,Open,Hamilton Opening
GHRR, 46.0605,  27.4080,  212.0,BUC,Open,
GHS, 37.0958,-121.4472,  778.0,MNLO,Open,Gilroy Hot Springs
GHV, 37.7942, -78.1073,  107.0,BLA,Closed,Goochland
GHVM, 39.0850,-122.7343, 1036.0,MNLO,Open,High Valley
GHVR, 34.4800,  51.2950,  927.0,THR,Open,Qom (Ghom)
GHW, 47.0417,-122.2725,  268.0,SEA,Open,Garrison Hill
GHZJ, 30.5300,  36.3250, 1048.0,JSO,Open,Ghuzeima
GI-,,,,,Alternate,(Alternate Abbreviation for GI-MA)
GI-MA, 47.1928,-104.2194,  732.0,LRSM,Closed,Glendive
GIA, 64.8600,-147.8350,  158.0,GIA,Closed,Geophysical Institute; Univ. of Alaska (College)
GIB, 37.9894,  14.0267, 1000.0,ROM,Open,Gibilmanna
GIBL, 36.8301,  -5.9674,  374.0,SFS,Open,Gibalb&iacute;n
GID, 56.1270,  12.1788,   10.0,DNK,Open,Gilleleje
GIE, -0.7333, -90.3000,   30.0,,Open,Galapagos Islands
GIF, 35.3983, 136.7650,   14.0,JMA,Open,Gifu (Gihu)
GIFN, 69.9945, -81.6380,   92.0,POLR,Open,Gifford Fjord
GIGS, 42.4500,  13.5690, 1000.0,ROM,Open,Gran Sasso
GII,,,,,Network/Other,Geophysical Institute of Israel; Holon
GIL, 64.9750,-147.4950,  350.0,PMR,Closed,Gilmore Creek
GILB, 42.4230, -74.4527,  335.0,BLMY,Open,Gilboa
GILD, 51.2500,  -0.5833,    0.0,,Closed,Guildford
GILR, 38.7313,-118.5347, 1676.0,REN,Closed,Gillis
GILT, 35.2309, -89.9829,    0.0,CERI,Open,Southwest Tennessee Comm. College; Gill Center
GIM, 54.2923,  -4.4670,  366.0,BGS,Open,North Isle of Man
GIMEL, 46.5335,   6.2651, 1130.0,ZUR,Open,Gimel
GIN, 38.7897,  15.1908,  125.0,LLI,Open,Stromboli-Ginostra
GIO, 37.5667,  15.1083,  330.0,ERC,Closed,Monte San Gregorio
GIP, 50.5922,   5.9742,    0.0,UCC,Closed,Gileppe
GIRL,-22.6430, 114.2340,  111.0,AUST,Open,Giralia
GIS, 38.4667,  68.5667,    0.0,TAJK,Closed,Hisor (Gissar)
GIUL, 41.5583,  13.2546,  566.0,ROM,Open,Giuliano di Roma
GIVF, 50.1022,   4.8233,  295.0,LDG,Open,Givet
GIZ, -8.0986, 156.8417,   20.0,HNR,Open,Gizo
GJC, 39.0906,-108.5269, 1445.0,NEIC,Closed,Grand Junction
GJRN, 29.4800,  80.7400, 2934.0,DMN,Open,Ganjari
GKA, -6.0583, 145.3917, 1634.0,PMG,Closed,Goroka
GKC, 64.1787,-147.9347,  490.0,GIA,Open,Gold King Creek
GKN, 28.0030,  84.6370, 1478.0,DMN,Open,Gorkha
GKP, 53.2697,  17.2367,  115.0,WAR,Open,G&oacute;rka Klasztorna
GL-,,,,,Alternate,(Alternate Abbreviation for GL-TX)
GL-TX, 32.9722, -96.6350,  168.0,LRSM,Closed,Garland
GL2, 45.9597,-120.8229, 1000.0,SEA,Open,New Goldendale
GLA, 33.0520,-114.8270,  627.0,PAS,Open,Glamis
GLAD,-40.9844, 148.0086,  146.0,TAU,Reserved,Gladstone
GLADS,-23.8697, 151.2681,  117.0,MEL,Open,Gladstone Treatment Plant
GLAT, 36.2694, -89.2876,  120.0,CERI,Open,Glass
GLB, 61.4418,-143.8105,  845.0,AGS,Open,Gilahina Butte
GLBA, 39.2425,  48.3927,  140.0,AZER,Open,C&auml;lilabad (Dzhalilabad; Galilabad)
GLC, 60.8907,-147.0725,    3.0,AGS,Closed,Glacier Island
GLD, 39.7492,-105.2201, 1762.0,NEIC,Open,Golden
GLE,-42.9000, 173.1500,   75.0,WEL,Closed,Glenmuick
GLH, 32.7140,  35.6500,  330.0,GII,Open,Golan--Tel Qazir
GLHS, 37.1560,  29.4983, 1100.0,ISK,Open,G&ouml;lhisar
GLI, 60.8797,-147.0942,  429.0,AGS,Open,Glacier Island
GLK, 46.5639,-121.6085, 1320.0,SEA,Open,Glacier Lake
GLL, 29.5770,  31.7080,  515.0,HLW,Open,Jalalah
GLM, 64.9873,-147.3890,  820.0,GIA,Open,Gilmore Dome
GLMI, 44.8245, -84.6174,  387.0,NEIC,Open,Grayling
GLMM,-37.9020, 146.7990,  160.0,MEL,Open,Glenmaggie
GLN,,,,,Alternate,(Alternate Abbreviation for GLM)
GLNM,-32.3662, 151.2464,  160.0,MEL,Open,Glennies Creek Dam
GLO, 42.6403, -70.7272,   15.0,CAM,Open,Gloucester
GLOV, 43.0895, -74.3320,  292.0,BLMY,Open,Gloversville
GLP,,,,,Alternate,(Alternate Abbreviation for GPA)
GLR, 37.1994,-116.0175, 1446.0,REN,Closed,Groom Lake Road
GLS,-25.0353, 128.2956,  600.0,AUST,Closed,Giles
GLST, 36.2691, -89.2877,  122.0,CERI,Open,Glass
GLT, 36.3617, -86.4983,  159.0,CERI,Open,Gallatin
GLWN, 64.7253,-109.3304,  449.0,POLR,Closed,Glow Worm Lake
GM-,,,,,Alternate,(Alternate Abbreviation for GM-CU)
GM-CU, 19.9669, -75.0872,   16.0,LRSM,Closed,Guantanamo
GMA, 65.4287,-161.2320,  860.0,PMR,Closed,Granite Mountain
GMB, 38.1681,  15.8289, 1300.0,ROM,Open,Gambarie d'Aspromonte
GMC,  8.3000, -62.6833,    0.0,GUV,Open,Macagua
GMCM, 38.7927,-123.1300,  426.0,MNLO,Open,McLaughlin Ranch
GMG, 34.8627, -84.6703, 1097.0,CERI,Open,Grassy Mountain
GMI, 43.7065,-111.3425, 2630.0,USGS,Closed,Garnes Mountain
GMJI, -8.2732, 113.4441,    0.0,DJA,Open,Gumukmas
GMK, 55.3459,  -5.5936,  160.0,BGS,Open,Mull of Kintyre
GMKM, 38.9695,-122.7870,  906.0,MNLO,Open,Mount Konoctai
GMM, 54.2390,  -5.9510,  140.0,BGS,Open,Mourne Mountains
GMMM, 38.8382,-122.7988,  963.0,MNLO,Closed,Mayacamas Mountains
GMN, 37.3004,-117.2598, 2169.0,REN,Open,Gold Mountain
GMNA, 46.2750,  13.2369,  270.0,ROM,Open,Gemona
GMO, 44.4391,-120.9562, 1689.0,SEA,Open,Grizzlie Mountain
GMOM, 38.7102,-123.1432,  802.0,MNLO,Open,Moffitt Ranch
GMR, 37.3338,-115.7725, 1580.0,REN,Closed,Groom Range
GMRC, 34.7846,-115.6599, 1326.0,PAS,Open,Granite Mountains Research Center
GMTN, 40.8825, -74.1845,  165.0,PAL,Open,Garret Mountain
GMU, 40.5755,-111.7631, 1829.0,SLC,Open,Granite Mountain
GMV,  7.3557, -62.5404,  248.0,GUV,Reserved,El Manteco
GMW, 47.5479,-122.7863,  506.0,SEA,Open,Gold Mountain
GN-,,,,,Alternate,(Alternate Abbreviation for GN-NM)
GN-NM, 32.2625,-103.8569, 1036.0,LRSM,Closed,Gnome
GNAM, 39.1975,-123.6308,  344.0,MNLO,Open,Navarro Ridge
GNAR, 35.9652, -90.0178,   71.0,CERI,Open,Gosnell
GNB,,,,BDF,Reserved,Guaraci Nunes
GNBR, 42.3889,  46.9639,  800.0,DRS,Open,Gunib
GNF, 43.9152, -74.2302,    0.0,PAL,Open,Goodnow Flow
GNG, 11.1770, -60.7980,   36.0,TRN,Open,Grange
GNI, 40.1495,  44.7414, 1583.0,NSSP,Open,Garrni (Garni)
GNK, 40.7322, 140.3366,  100.0,HRS,Open,Ganki
GNKF, 34.5000,  58.4000,    0.0,THR,Reserved,Gonabad
GNL, 53.6950, 157.9419, 1200.0,KRSC,Open,Ganaly
GNM, 35.2496,-106.1926, 2417.0,ALQ,Open,Golden
GNN, 60.1336,  13.6956,  265.0,HFS,Closed,Gunnerudss&auml;tern
GNO, 38.9292,-119.8528, 1646.0,REN,Open,Genoa
GNOU, 57.2900,  13.7560,  280.0,UPP,Open,Gnosj&ouml;
GNT, 46.3628, -72.3722,   10.0,ECTN,Open,Gentilly
GNW, 47.5644,-122.8253,  165.0,SEA,Open,Green Mountain
GNYT, 40.5638,  29.2795,  585.0,ISK,Open,G&uuml;neyli
GNZ,-38.6442, 178.0225,   30.0,WEL,Closed,Gisborne
GO-,,,,,Alternate,(Alternate Abbreviation for GO-NB)
GO-NB, 42.6328,-102.2739, 1097.0,LRSM,Closed,Gordon
GOA, 15.4917,  73.8247,   58.0,NDI,Open,Goa (Panjim)
GOAT, 60.5810,-144.7271,  897.0,GIA,Open,Goat Mountain
GOB, 49.0122,-123.5833,   10.0,OTTR,Open,Galiano Island
GOBA, 40.4007,  49.7332,  160.0,AZER,Open,Gobu
GOBB, 48.9493,-123.5105,  161.0,OTT,Open,Galiano Island
GOBY, 41.3294, -73.9219,  150.0,BLMY,Reserved,Gobbelet
GOC, 34.1130,-118.3017,  347.0,,Open,Griffith Observatory
GOET, 57.0350,   9.2250,    5.0,,Open,G&aelig;ttrup
GOF, 45.0580,  43.0340,  294.0,OBN,Open,Gofitskoye
GOGA, 33.4112, -83.4666,  150.0,NEIC,Open,Godfrey
GOGC,,,,UVC,Reserved,Isla Gorgona
GOGM,-36.8882, 142.3996,  265.0,MEL,Open,North Grampians
GOIL, 37.2900, -88.5800,  165.0,SLM,Closed,Rosebud
GOL, 39.7003,-105.3711, 2359.0,GOL,Closed,Golden (Bergen Park)
GOLF,,,,RUVS,Reserved,Campo de Golfe
GOLH, 37.2369,  29.5611, 1090.0,DDA,Open,G&ouml;lhisar
GOLR, 44.8399,  24.9629,  301.0,BUC,Open,
GOLS, 46.0108,  15.6245,  559.0,LJU,Open,Golise
GOM, -1.6810,  29.2270, 1470.0,GOM,Open,Goma
GON, 31.5825, 130.6858,  270.0,DRI,Open,Gongen
GONE, 40.0466,  27.6860,  142.0,ISK,Open,G&ouml;nen-Balikesir
GOR, 41.9855,  44.1088,  648.0,TIF,Open,Gori
GORA, 37.4805,  -3.0398,  895.0,CRT,Reserved,Gorafe
GORC, 33.1537,-117.2292,  138.0,PAS,Open,Green Oak Ranch
GORG, 43.4276,   9.8946,  228.0,PRT,Open,Isola di Gorgona
GORS, 46.3174,  13.9999, 1048.0,LJU,Open,Gorjuse
GOT, 57.6983,  11.9783,   66.0,UPP,Closed,G&ouml;teborg
GOTU, 57.6855,  18.5700,   50.0,UPP,Open,Gotland
GOU, 61.1892,-149.8003,   71.0,GIA,Open,Gould Hall
GOV, 17.5400,  73.4883,    1.0,NDI,Closed,Govalkot
GOWB, 48.7369,-123.1848,   29.0,POLR,Open,Gowlland Point
GOY, 44.9167, 147.5667,    0.0,,Closed,Gornyy
GOZ, 35.0153, 136.4260, 1150.0,ERIJ,Closed,Gozaisho
GP-,,,,,Alternate,(Alternate Abbreviation for GP-MN)
GP-MN, 47.6644, -93.4894,  427.0,LRSM,Closed,Grand Rapids
GPA, 40.2863,  30.3183,  560.0,ISK,Open,Golpazari
GPD, 41.0177, -74.4608,  360.0,PAL,Open,Greenpond
GPMM, 38.8475,-122.9463,  783.0,MNLO,Open,Pine Mountain
GPNO, -0.1530, -78.6222, 4040.0,QUI,Open,Pichincha Nor-occidente
GPO, 35.6494,-117.6619,  705.0,PAS,Closed,China Lake (Geothermal Program Office)
GPV, 18.4918, -64.4035,    0.0,PAL,Closed,Virgin Gorda Peak
GPW, 48.1179,-121.1379, 2354.0,SEA,Open,Glacier Peak
GPY, 36.3944, 138.5000, 2033.0,ERIJ,Open,Gippayama
GPZ,-43.6964, 172.6444,  225.0,WEL,Closed,Gebbies Pass
GQP, 13.9050, 122.4460,   50.0,PIVS,Open,Guinayangan
GR1TX, 30.7778, -99.3842,  518.0,LRSM,Closed,Grit
GR2,,,,,Alternate,(Alternate Abbreviation for GR2TX)
GR2C, 34.1182,-118.3002,  342.0,PAS,Open,Griffith Observatory 2
GR2TX, 30.7864, -99.4161,  549.0,LRSM,Closed,Grit
GRA, 47.0767,  15.4483,  369.0,,Closed,Graz (Steiermark)
GRA1, 49.6919,  11.2217,  500.0,GRF,Open,Gr&auml;fenberg Array (Haidhof)
GRA2, 49.6550,  11.3600,  512.0,GRF,Open,Gr&auml;fenberg Array (Wildenfels)
GRA3, 49.7622,  11.3193,  455.0,GRF,Open,Gr&auml;fenberg Array (Leutzdorf)
GRA4, 49.5655,  11.4359,  503.0,GRF,Open,Gr&auml;fenberg Array (St&ouml;ppach)
GRA5,,,,GRF,Open,Gr&auml;fenberg Array
GRAC, 36.9961,-117.3662,  689.0,PAS,Open,Grapevine Ranger Station
GRAI, 43.8093,-111.3357, 2231.0,USBR,Closed,Grandview Point
GRAM, 44.4913,  10.0658,  871.0,GEN,Open,
GRAU, 60.3342,  18.5396,  100.0,UPP,Open,Gr&auml;s&ouml;
GRB, 28.2700,  32.7850,  175.0,HLW,Open,Gharib
GRB1, 49.3922,  11.6537,  494.0,GRF,Open,Gr&auml;fenberg Array (Br&uuml;nnthal)
GRB2, 49.2712,  11.6691,  552.0,GRF,Open,Gr&auml;fenberg Array (Reichertswinn)
GRB3, 49.3439,  11.8065,  517.0,GRF,Open,Gr&auml;fenberg Array (Eglhofen)
GRB4, 49.4688,  11.5615,  507.0,GRF,Open,Gr&auml;fenberg Array (Aicha)
GRB5, 49.1111,  11.6789,  525.0,GRF,Open,Gr&auml;fenberg Array (Vorder&ouml;dberg)
GRBF, 42.8414,   1.5367,  875.0,OMPT,Open,Gourbit
GRBT, 35.6740, -84.1970,  329.0,CERI,Open,Greenback
GRC, 47.2956,   3.0736,  191.0,,Open,Garchy
GRC1, 48.9960,  11.5220,  512.0,GRF,Open,Gr&auml;fenberg Array (Eglofsdorf)
GRC2, 48.8680,  11.3750,  445.0,GRF,Open,Gr&auml;fenberg Array (B&ouml;hmfeld)
GRC3, 48.8904,  11.5851,  438.0,GRF,Open,Gr&auml;fenberg Array (Bettbrunn)
GRC4, 49.0870,  11.5270,  503.0,GRF,Open,Gr&auml;fenberg Array (Raitenbuch)
GRCC, 47.3116,-122.1807,  130.0,SEA,Open,Green River Community College
GRCI, 43.9667,-113.9892, 2341.0,SLC,Open,Grant Creek
GRCU, 12.4711, -61.4529,  240.0,TRN,Open,Cariacou
GRD, 40.5983,-111.9258, 1323.0,SLC,Open,Gardner Farm
GRDS, 13.7583, -89.2917, 1500.0,CIG,Closed,Las Granadillas
GRE, 12.0470, -61.7460,   15.0,TRN,Open,Grenada (Saint George's)
GRER, 45.3801,  26.9746,  276.0,BUC,Open,
GRF, 49.6919,  11.2217,  500.0,GRF,Open,Gr&auml;fenberg Array (Erlangen)
GRFL, 43.1475,  10.9764,  770.0,ROM,Open,Gerfalco
GRFO, 49.6922,  11.2153,  425.0,GRF,Open,Gr&auml;fenberg
GRG, 40.9567,  22.4014,  560.0,THE,Open,Griva
GRGR, 12.1324, -61.6540,  195.0,TRN,Open,Grenville
GRH,-33.3100,  26.5750,  558.0,PRE,Closed,Grahamstown
GRHS, 12.2239, -61.6413,   66.0,TRN,Open,Sauteurs
GRI, 38.8221,  16.4200,  510.0,ROM,Open,Girifalco
GRI*,,,,,Alternate,(Alternate Abbreviation for GR1TX)
GRIN, 60.2810,-143.3190,  625.0,GIA,Open,Grindle Hills
GRJ, 46.3833,  14.0833,  600.0,,Closed,Gorje
GRJI, -6.9145, 112.4793,    0.0,DJA,Open,Gresik
GRK, -6.0756, 145.3953, 1579.0,PMG,Closed,Goroka
GRK1, -6.0700, 145.3942, 1695.0,,Closed,Goroka
GRL, 52.5519, 158.0733, 1250.0,KRSC,Open,Gorelyy
GRLA, 62.9063,-160.0626,   31.0,PEPP,Open,Grayling
GRM,-33.3133,  26.5083,  610.0,PRE,Open,Grahamstown
GRMI, 38.8100,  47.8940, 1300.0,THR,Open,Germi
GRMM, 39.0205,-122.5843,  469.0,MNLO,Closed,Round Mountain
GRN, 45.2425,   5.7452, 1040.0,GRN,Open,Grenoble
GRN*, 45.1833,   5.7000,  244.0,GRN,Closed,Grenoble
GRNC, 60.7319,-141.7538, 2116.0,GIA,Open,Granite Creek
GRND,,,,,Network/Other,(keyword for telegraphic format)
GRNM, 39.1753,-123.5755,   73.0,MNLO,Open,Rancho Navarro
GRNR, 50.7690, 136.4220,  450.0,SKHL,Open,Gornyy
GRO, 43.3200,  45.7500,  123.0,OBN,Open,Groznyy
GROM, 39.9168,-122.6712, 1261.0,MNLO,Open,Round Mountain
GROR, 45.3513,-123.6619,  945.0,SEA,Open,Grindstone Mountain
GROS, 46.4610,  15.5018,  930.0,LJU,Open,Grobnik
GRP, 34.8043,-115.6045, 1238.0,PAS,Open,Granite Pass
GRQ, 46.6067, -75.8600,  290.0,ECTN,Open,Grand Remous
GRR, 48.3883,  -0.8583,  220.0,LDG,Open,Gorron
GRRI, 42.9380,-111.4220, 2207.0,INEL,Open,Grays Lake
GRS, 39.5000,  46.3333, 1399.0,NSSP,Open,Goris
GRSN,,,,,Network/Other,German Regional Seismograph Network; Germany
GRSS, 12.2985, -61.6123,   20.0,TRN,Open,Sisters
GRT, 36.2640, -89.4250,  137.0,SLM,Open,Gratio
GRTK, 21.5115, -71.1327,   12.0,,Open,Grand Turk
GRTM, 38.9387,-122.6697,  619.0,MNLO,Open,Round Top Mountain
GRUS, 43.8886,  20.7151,  273.0,BEO,Open,Gruza
GRV, 37.0533, -90.3950,  168.0,SLM,Closed,Greenville (Lake Wappapelo)
GRVM,-33.6618, 150.3091,  980.0,MEL,Open,Greaves Creek
GRW, 12.1600, -61.6610,  762.0,TRN,Open,Mount Saint Catherine
GRX, 39.6355,-117.9890, 1390.0,REN,Open,Grover
GRY,-42.4167, 171.2167,    4.0,WEL,Closed,Greymouth
