valid(UTC),ACV,BFL,DAG,BIH,BLU,BLH,BUR,CMA,CRQ,NID,CNO,CCR,CEC,FAT,HJO,HHR,HWD,IPL,WJF,NLC,LVK,LGB,CQT,MAE,MYV,MOD,SIY,MRY,MHS,APC,EED,OAK,OKB,ONT,OVE,OXR,PMD,PSP,PRB,RBL,RDD,RAL,SAC,SMF,SNS,SDB,SDM,SAN,MYF,SFO,SJC,SBP,SNA,SBA,SMX,SMO,STS,TVL,SCK,TRM,UKI,VCB,VNY,WVI
2022-01-15 14:57:00,29.976,29.661,28.262,26.175,24.973,29.821,29.362,30.045,29.786,27.94,29.43,30.185,30.18,29.831,29.978,30.069,30.14,30.264,27.809,29.983,29.807,30.094,29.938,29.968,30.176,30.136,27.598,29.906,26.664,30.167,29.31,30.174,30.114,29.188,30.028,30.05,27.612,29.76,29.302,29.879,29.715,29.281,30.197,30.212,30.072,25.629,29.581,30.076,29.661,30.166,30.112,29.914,30.081,30.099,29.861,29.927,30.068,24.09,30.21,30.342,29.56,30.121,29.27,30.016
2022-01-15 14:58:00,29.976,29.661,28.262,26.175,24.973,29.822,29.362,30.045,29.787,27.941,29.429,30.183,30.18,29.832,29.976,30.069,30.14,30.264,27.811,29.983,29.805,30.092,29.939,29.968,30.175,30.136,27.598,29.906,26.665,30.163,29.309,30.174,30.116,29.188,30.028,30.052,27.613,29.76,29.303,29.878,29.715,29.283,30.197,30.213,30.073,25.623,29.58,30.076,29.661,30.168,30.112,29.915,30.08,30.098,29.86,29.927,30.066,24.09,30.21,30.343,29.559,30.12,29.269,30.017
2022-01-15 14:59:00,29.975,29.659,28.263,26.175,24.972,29.823,29.361,30.046,29.785,27.942,29.429,30.183,30.18,29.832,29.974,30.07,30.139,30.264,27.811,29.982,29.805,30.092,29.941,29.966,30.173,30.135,27.599,29.907,26.666,30.162,29.309,30.174,30.116,29.187,30.029,30.053,27.612,29.759,29.304,29.878,29.714,29.282,30.197,30.213,30.074,25.627,29.58,30.075,29.66,30.169,30.111,29.916,30.079,30.099,29.861,29.927,30.066,24.09,30.21,30.343,29.557,30.119,29.269,30.019
2022-01-15 15:00:00,29.975,29.659,28.263,26.176,24.972,29.821,29.361,30.046,29.785,27.943,29.428,30.184,30.179,29.832,29.973,30.071,30.14,30.265,27.809,29.981,29.804,30.091,29.942,29.964,30.171,30.134,27.599,29.907,26.666,30.164,29.308,30.175,30.116,29.187,30.03,30.055,27.61,29.759,29.306,29.877,29.714,29.282,30.196,30.212,30.076,25.628,29.58,30.074,29.659,30.17,30.113,29.915,30.079,30.1,29.861,29.928,30.067,24.09,30.209,30.341,29.556,30.117,29.269,30.021
2022-01-15 15:01:00,29.973,29.657,28.263,26.176,24.971,29.82,29.361,30.045,29.785,27.943,29.426,30.184,30.179,29.83,29.972,30.072,30.141,30.265,27.806,29.979,29.805,30.091,29.941,29.963,30.169,30.133,27.599,29.906,26.666,30.165,29.309,30.175,30.116,29.186,30.031,30.055,27.608,29.76,29.307,29.878,29.714,29.281,30.196,30.21,,25.629,29.58,30.074,29.659,30.169,,29.915,30.08,30.101,29.861,29.93,30.068,24.089,30.208,30.341,29.556,30.116,29.27,30.022
2022-01-15 15:02:00,29.972,29.655,28.263,26.175,24.971,29.82,29.362,30.045,29.785,27.943,29.426,30.185,30.179,29.83,29.972,30.073,30.141,30.267,27.805,29.978,29.805,30.091,29.94,29.963,30.169,30.134,27.599,29.906,26.665,30.165,29.309,30.172,30.116,29.185,30.031,30.055,27.606,29.761,29.308,29.879,29.714,29.28,30.194,30.208,,25.631,29.58,30.074,29.659,30.169,,29.916,30.08,30.101,29.861,29.933,30.069,24.089,30.207,30.341,29.557,30.117,29.27,30.021
2022-01-15 15:03:00,29.971,29.654,28.263,26.174,24.971,29.821,29.362,30.045,29.787,27.942,29.426,30.185,30.178,29.83,29.972,30.075,30.141,30.268,27.806,29.98,29.805,30.091,29.939,29.964,30.17,30.135,27.599,29.905,26.665,30.163,29.309,30.172,30.117,29.185,30.032,30.056,27.607,29.762,29.307,29.879,29.714,29.281,30.193,30.206,,25.63,29.58,30.074,29.66,30.168,,29.915,30.081,30.101,29.86,29.934,30.07,24.088,30.207,30.343,29.558,30.117,29.272,30.02
2022-01-15 15:04:00,29.97,29.656,28.265,26.174,24.971,29.823,29.363,30.046,29.789,27.944,29.427,30.186,30.177,29.831,29.974,30.077,30.141,30.267,27.807,29.981,29.807,30.092,29.939,29.965,30.17,30.135,27.598,29.905,26.665,30.163,29.308,30.173,30.117,29.184,30.031,30.057,27.608,29.762,29.308,29.879,29.715,29.281,30.192,30.206,,25.625,29.582,30.076,29.661,30.167,,29.913,30.082,30.1,29.859,29.934,30.07,24.087,30.209,30.345,29.559,30.118,29.273,30.021
2022-01-15 15:05:00,29.969,29.658,28.266,26.179,24.971,29.822,29.364,30.046,29.791,27.944,29.427,30.187,30.176,29.832,29.975,30.078,30.141,30.267,27.807,29.983,29.807,30.093,29.941,29.966,30.171,30.134,27.598,29.906,26.665,30.162,29.307,30.172,30.117,29.186,30.028,30.057,27.609,29.761,29.306,29.878,29.714,29.281,30.192,30.206,,25.633,29.583,30.077,29.662,30.168,,29.912,30.083,30.099,29.859,29.935,30.071,24.087,30.209,30.345,29.559,30.118,29.274,30.02
2022-01-15 15:06:00,29.969,29.66,28.265,26.18,24.97,29.824,29.364,30.045,29.792,27.943,29.427,30.186,30.175,29.832,29.975,30.078,30.141,30.268,27.808,29.983,29.806,30.095,29.942,29.965,30.171,30.134,27.597,29.907,26.666,30.164,29.307,30.172,30.118,29.185,30.026,30.057,27.609,29.76,29.306,29.876,29.713,29.281,30.192,30.207,,25.63,29.584,30.078,29.664,30.168,,29.911,30.084,30.1,29.859,29.935,30.071,24.088,30.209,30.343,29.559,30.119,29.274,30.019
2022-01-15 15:07:00,29.969,29.662,28.264,26.181,24.969,29.824,29.364,30.046,29.792,27.941,29.428,30.184,30.174,29.833,29.976,30.078,30.141,30.267,27.808,29.983,29.805,30.096,29.943,29.965,30.171,30.135,27.597,29.907,26.665,30.164,29.308,30.173,30.118,29.186,30.026,30.057,27.609,29.76,29.305,29.875,29.712,29.28,30.193,30.208,,25.625,29.585,30.078,29.665,30.168,,29.912,30.084,30.101,29.86,29.935,30.07,24.089,30.21,30.342,29.559,30.119,29.275,30.019
2022-01-15 15:08:00,29.969,29.662,28.263,26.18,24.968,29.822,29.363,30.045,29.792,27.939,29.429,30.184,30.173,29.833,29.977,30.077,30.14,30.267,27.808,29.983,29.805,30.095,29.944,29.966,30.17,30.136,27.597,29.907,26.664,30.163,29.308,30.172,30.119,29.187,30.026,30.058,27.61,29.761,29.306,29.875,29.711,29.281,30.193,30.208,,25.63,29.584,30.079,29.666,30.168,,29.914,30.083,30.102,29.861,29.936,30.069,24.09,30.21,30.342,29.56,30.119,29.275,30.019
2022-01-15 15:09:00,29.97,29.66,28.263,26.179,24.967,29.822,29.362,30.047,29.791,27.938,29.43,30.184,30.174,29.833,29.977,30.077,30.139,30.267,27.809,29.982,29.806,30.094,29.945,29.966,30.172,30.137,27.596,29.908,26.663,30.163,29.309,30.173,30.119,29.186,30.028,30.06,27.612,29.762,29.308,29.875,29.709,29.283,30.193,30.208,,25.636,29.584,30.079,29.665,30.167,,29.916,30.082,30.103,29.862,29.938,30.068,24.09,30.21,30.344,29.56,30.119,29.274,30.019
2022-01-15 15:10:00,29.97,29.659,28.264,26.175,24.967,29.823,29.361,30.048,29.792,27.937,29.429,30.184,30.173,29.833,29.976,30.077,30.139,30.267,27.811,29.981,29.806,30.094,29.946,29.967,30.173,30.138,27.595,29.909,26.662,30.162,29.309,30.173,30.119,29.186,30.029,30.062,27.614,29.763,29.309,29.876,29.71,29.283,30.193,30.207,,25.629,29.583,30.08,29.665,30.167,,29.916,30.082,30.103,29.862,29.939,30.068,24.089,30.209,30.345,29.561,30.119,29.275,30.019
2022-01-15 15:11:00,29.97,29.659,28.265,26.174,24.967,29.824,29.362,30.048,29.792,27.938,29.429,30.185,30.175,29.834,29.974,30.078,30.14,30.267,27.811,29.98,29.807,30.095,29.948,29.967,30.174,30.138,27.594,29.91,26.661,30.164,29.309,30.174,30.119,29.185,30.03,30.063,27.613,29.764,29.31,29.877,29.711,29.282,30.192,30.206,,25.627,29.582,30.081,29.666,30.169,,29.915,30.084,30.104,29.862,29.94,30.069,24.088,30.209,30.346,29.561,30.119,29.275,30.02
2022-01-15 15:12:00,29.969,29.659,28.266,26.174,24.968,29.823,29.362,30.05,29.793,27.94,29.43,30.185,30.175,29.832,29.972,30.08,30.142,30.269,27.809,29.979,29.807,30.097,29.948,29.966,30.175,30.137,27.593,29.912,26.66,30.165,29.311,30.176,30.118,29.185,30.033,30.065,27.612,29.765,29.309,29.878,29.712,29.281,30.192,30.207,,25.627,29.583,30.082,29.666,30.171,,29.914,30.085,30.104,29.863,29.941,30.071,24.088,30.209,30.346,29.56,30.119,29.276,30.021
2022-01-15 15:13:00,29.969,29.658,28.266,26.174,24.969,29.821,29.363,30.05,29.794,27.941,29.431,30.187,30.176,29.831,29.971,30.079,30.143,30.27,27.809,29.98,29.808,30.098,29.948,29.966,30.175,30.137,27.593,29.913,26.66,30.167,29.312,30.177,30.119,29.185,30.033,30.066,27.612,29.766,29.307,29.877,29.713,29.28,30.192,30.207,,25.633,29.584,30.081,29.665,30.172,,29.915,30.085,30.104,29.864,29.942,30.071,24.088,30.208,30.347,29.561,30.119,29.277,30.021
2022-01-15 15:14:00,29.969,29.656,28.267,26.175,24.969,29.82,29.364,30.051,29.794,27.942,29.432,30.188,30.176,29.83,29.973,30.08,30.143,30.271,27.81,29.981,29.809,30.099,29.949,29.968,30.174,30.136,27.593,29.914,26.66,30.165,29.314,30.178,30.121,29.186,30.033,30.067,27.612,29.766,29.307,29.877,29.713,29.281,30.192,30.208,,25.633,29.584,30.081,29.665,30.172,,29.916,30.086,30.104,29.865,29.943,30.071,24.088,30.208,30.348,29.562,30.12,29.278,30.022
2022-01-15 15:15:00,29.97,29.657,28.268,26.175,24.97,29.82,29.365,30.052,29.795,27.942,29.433,30.189,30.175,29.83,29.974,30.082,30.143,30.271,27.811,29.983,29.81,30.099,29.95,29.969,30.174,30.135,27.592,29.914,26.662,30.166,29.314,30.174,30.122,29.187,30.033,30.068,27.613,29.765,29.309,29.877,29.713,29.282,30.192,30.208,,25.634,29.584,30.081,29.666,30.171,,29.916,30.086,30.104,29.865,29.943,30.072,24.089,30.209,30.349,29.563,30.12,29.279,30.023
2022-01-15 15:16:00,29.971,29.658,28.269,26.176,24.969,29.822,29.365,30.052,29.795,27.942,29.434,30.189,30.175,29.831,29.974,30.083,30.143,30.271,27.812,29.984,29.809,30.1,29.951,29.969,30.174,30.136,27.592,29.913,26.664,30.167,29.313,30.175,30.122,29.188,30.033,30.069,27.614,29.764,29.31,29.877,29.712,29.282,30.193,30.209,,25.633,29.584,30.081,29.667,30.171,,29.917,30.086,30.105,29.865,29.943,30.072,24.089,30.211,30.348,29.563,30.12,29.28,30.023
2022-01-15 15:17:00,29.972,29.658,28.268,26.177,24.969,29.824,29.366,30.053,29.795,27.943,29.433,30.189,30.174,29.832,29.974,30.086,30.143,30.27,27.813,29.985,29.809,30.1,29.951,29.968,30.175,30.137,27.594,29.913,26.665,30.167,29.311,30.176,30.12,29.189,30.034,30.071,27.614,29.765,29.311,29.877,29.713,29.282,30.195,30.21,,25.633,29.584,30.081,29.668,30.172,,29.918,30.087,30.106,29.865,29.944,30.072,24.089,30.213,30.347,29.562,30.12,29.28,30.024
2022-01-15 15:18:00,29.973,29.657,28.268,26.178,24.969,29.824,29.367,30.055,29.795,27.943,29.432,30.19,30.174,29.833,29.975,30.087,30.144,30.27,27.813,29.985,29.808,30.102,29.952,29.967,30.175,30.139,27.596,29.913,26.664,30.168,29.309,30.177,30.12,29.189,30.035,30.073,27.614,29.766,29.313,29.878,29.713,29.282,30.196,30.21,,25.633,29.585,30.08,29.669,30.173,,29.919,30.088,30.108,29.865,29.945,30.072,24.09,30.213,30.346,29.562,30.12,29.28,30.024
2022-01-15 15:19:00,29.974,29.657,28.267,26.177,24.969,29.826,29.367,30.055,29.795,27.942,29.432,30.19,30.174,29.833,29.975,30.088,30.145,30.271,27.814,29.984,29.809,30.102,29.954,29.968,30.174,30.141,27.597,29.912,26.663,30.169,29.31,30.178,30.121,29.189,30.035,30.074,27.614,29.767,29.315,29.879,29.714,29.282,30.197,30.21,,25.634,29.585,30.08,29.669,30.174,,29.92,30.089,30.109,29.866,29.945,30.073,24.091,30.213,30.346,29.563,30.12,29.28,30.023
2022-01-15 15:20:00,29.974,29.657,28.267,26.176,24.97,29.827,29.368,30.056,29.796,27.941,29.432,30.191,30.175,29.834,29.974,30.088,30.146,30.272,27.814,29.984,29.81,30.103,29.955,29.97,30.174,30.141,27.597,29.912,26.663,30.169,29.312,30.179,30.123,29.191,30.037,30.074,27.614,29.768,29.315,29.88,29.715,29.283,30.197,30.21,,25.634,29.586,30.081,29.669,30.173,,29.921,30.089,30.111,29.866,29.947,30.073,24.092,30.213,30.348,29.564,30.121,29.281,30.022
2022-01-15 15:21:00,29.973,29.658,28.267,26.179,24.97,29.828,29.368,30.057,29.796,27.941,29.432,30.192,30.175,29.835,29.973,30.09,30.146,30.272,27.814,29.984,29.81,30.102,29.956,29.972,30.174,30.142,27.597,29.913,26.663,30.171,29.313,30.181,30.124,29.192,30.038,30.075,27.613,29.768,29.316,29.881,29.715,29.284,30.197,30.209,,25.634,29.587,30.083,29.669,30.174,,29.922,30.089,30.112,29.867,29.949,30.073,24.092,30.213,30.349,29.565,30.122,29.282,30.023
2022-01-15 15:22:00,29.973,29.659,28.267,26.178,24.97,29.828,29.368,30.058,29.798,27.943,29.433,30.192,30.175,29.835,29.974,30.091,30.146,30.272,27.814,29.985,29.811,30.102,29.958,29.972,30.174,30.141,27.596,29.915,26.664,30.171,29.314,30.181,30.125,29.192,30.039,30.077,27.613,29.767,29.316,29.881,29.716,29.284,30.197,30.209,,25.636,29.587,30.085,29.669,30.175,,29.922,30.091,30.112,29.869,29.951,30.073,24.092,30.214,30.349,29.565,30.123,29.282,30.026
2022-01-15 15:23:00,29.973,29.658,28.267,26.18,24.97,29.826,29.368,30.059,29.798,27.945,29.433,30.194,30.175,29.836,29.974,30.092,30.147,30.272,27.814,29.985,29.81,30.102,29.959,29.972,30.174,30.141,27.596,29.916,26.664,30.172,29.315,30.182,30.125,29.192,30.039,30.077,27.613,29.768,29.316,29.882,29.717,29.284,30.197,30.209,,25.637,29.587,30.085,29.67,30.175,,29.922,30.092,30.113,29.87,29.951,30.075,24.091,30.215,30.349,29.565,30.124,29.282,30.027
2022-01-15 15:24:00,29.974,29.658,28.267,26.181,24.971,29.826,29.369,30.06,29.799,27.946,29.434,30.195,30.175,29.836,29.975,30.093,30.149,30.273,27.815,29.986,29.811,30.104,29.96,29.971,30.174,30.141,27.597,29.917,26.666,30.173,29.317,30.183,30.125,29.193,30.038,30.078,27.614,29.77,29.316,29.883,29.717,29.283,30.198,30.21,,25.636,29.587,30.085,29.671,30.176,,29.922,30.093,30.114,29.871,29.951,30.076,24.092,30.215,30.349,29.564,30.125,29.283,30.027
2022-01-15 15:25:00,29.975,29.659,28.267,26.182,24.972,29.825,29.37,30.061,29.799,27.946,29.434,30.196,30.175,29.837,29.977,30.093,30.151,30.274,27.815,29.985,29.811,30.105,29.961,29.972,30.175,30.142,27.597,29.917,26.668,30.174,29.316,30.183,30.126,29.193,30.036,30.079,27.615,29.77,29.316,29.883,29.717,29.283,30.198,30.211,,25.637,29.587,30.086,29.672,30.175,,29.923,30.093,30.115,29.87,29.953,30.075,24.092,30.215,30.35,29.565,30.126,29.284,30.028
2022-01-15 15:26:00,29.975,29.662,28.267,26.18,24.972,29.825,29.37,30.061,29.8,27.946,29.436,30.196,30.176,29.838,29.978,30.094,30.151,30.274,27.815,29.985,29.812,30.106,29.961,29.973,30.176,30.142,27.598,29.916,26.67,30.173,29.316,30.182,30.127,29.194,30.037,30.079,27.616,29.77,29.316,29.884,29.717,29.282,30.198,30.211,,25.641,29.587,30.087,29.673,30.174,,29.923,30.094,30.116,29.871,29.954,30.075,24.093,30.214,30.351,29.565,30.127,29.285,30.029
2022-01-15 15:27:00,29.976,29.664,28.267,26.179,24.971,29.827,29.371,30.061,29.801,27.946,29.436,30.196,30.176,29.837,29.979,30.096,30.15,30.275,27.815,29.985,29.812,30.106,29.961,29.974,30.176,30.142,27.599,29.915,26.671,30.174,29.315,30.182,30.128,29.194,30.038,30.079,27.617,29.769,29.317,29.884,29.718,29.284,30.198,30.212,,25.633,29.587,30.086,29.673,30.174,,29.925,30.095,30.116,29.871,29.954,30.075,24.094,30.215,30.352,29.567,30.128,29.286,30.029
2022-01-15 15:28:00,29.977,29.664,28.267,26.178,24.971,29.827,29.372,30.062,29.802,27.947,29.437,30.196,30.176,29.836,29.98,30.097,30.15,30.275,27.815,29.986,29.811,30.107,29.961,29.976,30.176,30.143,27.6,29.915,26.671,30.175,29.315,30.182,30.13,29.194,30.038,30.08,27.618,29.769,29.317,29.884,29.718,29.284,30.199,30.212,,25.641,29.588,30.086,29.673,30.176,,29.926,30.096,30.115,29.871,29.955,30.076,24.094,30.216,30.351,29.568,30.128,29.286,30.029
2022-01-15 15:29:00,29.978,29.663,28.268,26.178,24.971,29.828,29.373,30.062,29.803,27.948,29.438,30.196,30.178,29.836,29.981,30.098,30.151,30.275,27.814,29.987,29.811,30.108,29.962,29.978,30.175,30.143,27.601,29.916,26.671,30.174,29.316,30.182,30.131,29.194,30.039,30.08,27.618,29.769,29.317,29.883,29.719,29.284,30.2,30.213,,25.637,29.588,30.087,29.673,30.176,,29.926,30.096,30.114,29.871,29.957,30.075,24.094,30.216,30.351,29.569,30.128,29.286,30.03
2022-01-15 15:30:00,29.978,29.664,28.268,26.178,24.972,29.828,29.374,30.063,29.803,27.948,29.438,30.197,30.179,29.835,29.982,30.099,30.152,30.275,27.814,29.989,29.812,30.109,29.962,29.979,30.174,30.144,27.601,29.917,26.672,30.174,29.317,30.184,30.132,29.195,30.039,30.08,27.618,29.771,29.316,29.884,29.719,29.284,30.201,30.214,,25.637,29.588,30.088,29.673,30.176,,29.925,30.097,30.112,29.871,29.956,30.076,24.095,30.217,30.351,29.568,30.127,29.286,30.03
2022-01-15 15:31:00,29.978,29.666,28.268,26.179,24.972,29.827,29.375,30.064,29.804,27.949,29.438,30.197,30.181,29.836,29.983,30.1,30.153,30.276,27.814,29.99,29.812,30.11,29.963,29.98,30.175,30.144,27.601,29.917,26.672,30.174,29.318,30.185,30.133,29.195,30.038,30.08,27.619,29.771,29.317,29.884,29.719,29.285,30.201,30.214,,25.634,29.589,30.088,29.672,30.178,,29.925,30.097,30.113,29.871,29.956,30.076,24.095,30.217,30.352,29.567,30.128,29.286,30.03
2022-01-15 15:32:00,29.978,29.666,28.268,26.179,24.973,29.828,29.375,30.065,29.805,27.949,29.439,30.197,30.183,29.837,29.982,30.1,30.153,30.276,27.814,29.99,29.813,30.11,29.965,29.98,30.175,30.143,27.602,29.916,26.672,30.175,29.318,30.186,30.134,29.196,30.038,30.079,27.619,29.772,29.318,29.883,29.719,29.287,30.202,30.215,,25.637,29.591,30.088,29.672,30.178,,29.925,30.097,30.113,29.87,29.958,30.077,24.096,30.218,30.353,29.567,30.128,29.285,30.03
2022-01-15 15:33:00,29.977,29.667,28.269,26.18,24.973,29.828,29.375,30.065,29.806,27.95,29.44,30.198,30.185,29.839,29.983,30.1,30.153,30.276,27.814,29.99,29.813,30.11,29.967,29.979,30.176,30.144,27.602,29.916,26.672,30.174,29.317,30.185,30.136,29.197,30.038,30.08,27.619,29.772,29.32,29.884,29.719,29.287,30.203,30.215,,25.636,29.592,30.089,29.673,30.177,,29.926,30.099,30.113,29.869,29.959,30.077,24.097,30.218,30.354,29.566,30.128,29.286,30.028
2022-01-15 15:34:00,29.976,29.667,28.269,26.179,24.973,29.828,29.376,30.066,29.807,27.95,29.442,30.197,30.186,29.84,29.983,30.099,30.153,30.276,27.814,29.99,29.813,30.111,29.968,29.979,30.176,30.144,27.602,29.916,26.672,30.175,29.318,30.183,30.137,29.198,30.038,30.082,27.62,29.773,29.322,29.885,29.719,29.29,30.203,30.215,,25.634,29.593,30.09,29.674,30.178,,29.926,30.1,30.113,29.869,29.96,30.078,24.097,30.218,30.354,29.567,30.128,29.287,30.028
2022-01-15 15:35:00,29.977,29.666,28.27,26.179,24.973,29.829,29.376,30.066,29.806,27.95,29.443,30.197,30.188,29.841,29.983,30.1,30.153,30.277,27.815,29.989,29.813,30.111,29.969,29.979,30.176,30.144,27.603,29.916,26.672,30.174,29.319,30.183,30.137,29.198,30.039,30.083,27.62,29.774,29.322,29.886,29.72,29.291,30.203,30.215,,25.632,29.593,30.089,29.675,30.179,,29.926,30.101,30.112,29.869,29.961,30.078,24.098,30.219,30.355,29.568,30.128,29.286,30.027
2022-01-15 15:36:00,29.977,29.665,28.27,26.179,24.974,29.829,29.376,30.067,29.804,27.951,29.443,30.196,30.188,29.841,29.984,30.101,30.154,30.278,27.815,29.99,29.813,30.111,29.971,29.979,30.176,30.144,27.603,29.917,26.672,30.176,29.32,30.184,30.136,29.198,30.041,30.083,27.62,29.774,29.321,29.887,29.721,29.291,30.203,30.215,,25.634,29.594,30.089,29.675,30.178,,29.926,30.102,30.112,29.869,29.963,30.078,24.098,30.219,30.355,29.569,30.128,29.287,30.027
2022-01-15 15:37:00,29.977,29.665,28.271,26.182,24.974,29.83,29.377,30.069,29.803,27.953,29.443,30.196,30.187,29.841,29.986,30.102,30.154,30.279,27.815,29.99,29.813,30.112,29.972,29.979,30.176,30.144,27.603,29.918,26.674,30.176,29.32,30.187,30.135,29.199,30.041,30.083,27.62,29.775,29.319,29.886,29.721,29.291,30.204,30.215,,25.637,29.594,30.09,29.676,30.177,,29.928,30.102,30.114,29.87,29.963,30.077,24.098,30.219,30.356,29.57,30.128,29.288,30.027
2022-01-15 15:38:00,29.977,29.665,28.271,26.183,24.974,29.83,29.378,30.069,29.804,27.955,29.443,30.196,30.187,29.841,29.986,30.104,30.153,30.28,27.815,29.991,29.812,30.112,29.971,29.98,30.177,30.144,27.603,29.919,26.675,30.176,29.321,30.186,30.135,29.201,30.041,30.084,27.62,29.777,29.318,29.886,29.721,29.29,30.204,30.215,,25.639,29.593,30.09,29.677,30.179,,29.929,30.104,30.115,29.872,29.963,30.078,24.097,30.219,30.357,29.569,30.128,29.29,30.028
2022-01-15 15:39:00,29.978,29.664,28.272,26.184,24.975,29.831,29.379,30.07,29.806,27.955,29.443,30.196,30.186,29.841,29.987,30.105,30.153,30.281,27.816,29.991,29.812,30.114,29.972,29.98,30.177,30.143,27.603,29.919,26.675,30.176,29.32,30.187,30.136,29.202,30.041,30.085,27.62,29.778,29.318,29.885,29.72,29.291,30.204,30.215,,25.638,29.594,30.09,29.679,30.18,,29.929,30.105,30.116,29.872,29.962,30.077,24.096,30.219,30.358,29.569,30.128,29.292,30.028
2022-01-15 15:40:00,29.979,29.663,28.272,26.185,24.975,29.831,29.379,30.072,29.808,27.954,29.444,30.195,30.186,29.842,29.986,30.105,30.155,30.282,27.817,29.992,29.812,30.114,29.973,29.98,30.177,30.142,27.604,29.92,26.676,30.177,29.321,30.187,30.137,29.202,30.04,30.087,27.62,29.778,29.32,29.885,29.72,29.291,30.204,30.215,,25.637,29.594,30.091,29.68,30.178,,29.928,30.107,30.117,29.872,29.963,30.077,24.096,30.218,30.359,29.568,30.127,29.292,30.028
2022-01-15 15:41:00,29.98,29.664,28.272,26.186,24.975,29.832,29.379,30.073,29.809,27.953,29.444,30.196,30.186,29.842,29.986,30.105,30.156,30.282,27.818,29.993,29.813,30.115,29.973,29.981,30.177,30.142,27.604,29.921,26.676,30.179,29.321,30.188,30.138,29.201,30.04,30.087,27.621,29.778,29.322,29.885,29.719,29.291,30.204,30.214,,25.639,29.595,30.093,29.681,30.179,,29.928,30.107,30.118,29.871,29.966,30.077,24.096,30.218,30.361,29.568,30.127,29.293,30.028
2022-01-15 15:42:00,29.981,29.665,28.273,26.182,24.975,29.832,29.38,30.074,29.809,27.952,29.445,30.197,30.186,29.842,29.985,30.106,30.157,30.283,27.82,29.993,29.814,30.115,29.973,29.98,30.178,30.141,27.605,29.921,26.675,30.181,29.321,30.189,30.139,29.201,30.04,30.087,27.622,29.777,29.322,29.886,29.719,29.293,30.204,30.214,,25.639,29.596,30.094,29.682,30.181,,29.927,30.108,30.12,29.87,29.967,30.078,24.096,30.218,30.361,29.569,30.127,29.294,30.029
2022-01-15 15:43:00,29.981,29.665,28.273,26.181,24.975,29.832,29.38,30.073,29.808,27.952,29.444,30.198,30.187,29.841,29.985,30.107,30.158,30.283,27.821,29.992,29.814,30.116,29.974,29.979,30.179,30.141,27.605,29.921,26.675,30.182,29.321,30.19,30.14,29.202,30.042,30.088,27.622,29.777,29.321,29.887,29.72,29.294,30.203,30.214,,25.639,29.598,30.094,29.682,30.181,,29.927,30.108,30.121,29.87,29.968,30.079,24.097,30.218,30.36,29.569,30.128,29.295,30.031
2022-01-15 15:44:00,29.981,29.667,28.272,26.18,24.975,29.833,29.38,30.074,29.805,27.951,29.444,30.199,30.188,29.841,29.986,30.108,30.158,30.283,27.82,29.992,29.814,30.117,29.975,29.979,30.181,30.141,27.606,29.922,26.675,30.181,29.32,30.19,30.14,29.201,30.044,30.089,27.622,29.777,29.319,29.887,29.721,29.295,30.203,30.214,,25.64,29.599,30.094,29.682,30.18,,29.927,30.109,30.122,29.871,29.967,30.079,24.096,30.218,30.36,29.57,30.129,29.295,30.03
2022-01-15 15:45:00,29.982,29.666,28.272,26.179,24.975,29.834,29.38,30.075,29.803,27.95,29.444,30.198,30.189,29.842,29.986,30.108,30.157,30.283,27.82,29.992,29.815,30.118,29.976,29.979,30.183,30.142,27.606,29.921,26.675,30.182,29.32,30.19,30.139,29.201,30.045,30.09,27.621,29.778,29.32,29.888,29.722,29.293,30.203,30.214,,25.633,29.599,30.095,29.682,30.181,,29.926,30.109,30.123,29.873,29.966,30.079,24.097,30.218,30.36,29.571,30.131,29.295,30.03
2022-01-15 15:46:00,29.981,29.666,28.273,26.179,24.975,29.836,29.381,30.076,29.802,27.95,29.444,30.198,30.189,29.843,29.986,30.108,30.157,30.284,27.82,29.991,29.815,30.119,29.977,29.98,30.183,30.142,27.606,29.92,26.676,30.182,29.319,30.191,30.139,29.2,30.045,30.092,27.621,29.779,29.322,29.888,29.722,29.295,30.205,30.216,,25.636,29.598,30.096,29.682,30.183,,29.926,30.109,30.123,29.874,29.967,30.078,24.097,30.219,30.361,29.571,30.13,29.295,30.031
2022-01-15 15:47:00,29.98,29.666,28.275,26.179,24.976,29.837,29.381,30.077,29.804,27.951,29.445,30.198,30.189,29.844,29.985,30.108,30.157,30.284,27.819,29.991,29.815,30.12,29.977,29.979,30.182,30.142,27.606,29.92,26.676,30.183,29.321,30.191,30.139,29.2,30.044,30.093,27.621,29.779,29.322,29.888,29.722,29.296,30.206,30.217,,25.639,29.597,30.096,29.682,30.182,,29.926,30.11,30.124,29.875,29.969,30.079,24.098,30.219,30.362,29.571,30.13,29.295,30.032
2022-01-15 15:48:00,29.979,29.665,28.275,26.179,24.976,29.838,29.381,30.079,29.807,27.952,29.445,30.199,30.189,29.845,29.985,30.108,30.157,30.284,27.819,29.991,29.815,30.121,29.978,29.979,30.18,30.143,27.607,29.921,26.677,30.184,29.321,30.19,30.139,29.199,30.043,30.094,27.621,29.78,29.322,29.886,29.722,29.295,30.207,30.217,,25.64,29.598,30.096,29.683,30.184,,29.926,30.111,30.123,29.875,29.971,30.079,24.098,30.22,30.363,29.571,30.129,29.295,30.031
